elapsed.ps,repeats.n,param.a.vector2,param.b.vector2
51904,100000,5.58107211e+37; 1.74958154e+38,3.04785696e+38; 1.51287832e+38
52102,100000,1.22709967e+38; -2.29868539e+38,2.72530844e+38; 1.69922407e+38
54027,100000,3.21923622e+38; 2.97795445e+38,2.49797832e+38; 2.68120758e+38
53592,100000,1.99993158e+38; -3.33503702e+38,-3.11916849e+38; 3.03864063e+37
55994,100000,4.94934097e+37; -3.1736657e+38,-1.73296275e+38; -1.81095165e+38
52713,100000,1.97914739e+38; -1.92487673e+38,-4.42955099e+37; 3.34578284e+38
52813,100000,1.37208331e+38; -7.33532612e+37,-1.57819863e+38; 1.80654429e+38
51077,100000,1.14488282e+37; -5.67857016e+37,2.50907037e+38; -2.65239946e+38
56891,100000,-2.45141985e+38; -2.89814945e+38,6.19641912e+37; -3.18751352e+38
51720,100000,-1.18669539e+38; 1.32121462e+38,1.50357792e+38; 2.6563239e+38
53159,100000,2.42271436e+38; 1.8410834e+38,2.09990467e+37; 3.31681429e+38
58037,100000,1.5883792e+36; 3.35306828e+38,2.51398033e+38; -3.35862728e+38
54287,100000,-2.37473632e+38; -7.87739025e+37,1.06718271e+38; -8.08433725e+37
52566,100000,-8.88159922e+37; -2.19105881e+38,-1.82667397e+38; -2.19263232e+38
53348,100000,1.91723087e+38; 1.09198212e+38,-3.2955066e+38; 2.10436734e+36
51937,100000,-1.82873385e+38; -3.5157075e+37,1.88368235e+38; -1.90551088e+38
50175,100000,1.96695462e+38; 2.40076068e+38,2.02704288e+38; 9.84284853e+37
50008,100000,2.08971208e+38; 8.43335594e+37,2.36212948e+37; 2.84645283e+38
52295,100000,1.99082357e+38; 1.14531867e+38,2.853618e+38; -3.32104763e+38
56916,100000,3.35755272e+38; 2.07119484e+38,1.66327117e+37; -2.27913903e+38
52455,100000,3.36787606e+38; 1.63766807e+38,5.54964908e+37; 2.00299362e+38
55109,100000,2.04602397e+38; 3.34261574e+38,-3.55688814e+36; -1.17512935e+38
53852,100000,1.98930056e+38; -3.0043447e+38,-2.31202554e+38; -2.32973229e+38
