runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.x.integer,param.disp.integer
2,4108,28366,250000,1238054756,4
2,4052,30727,250000,1047517949,14
2,4027,30015,250000,4047221818,6
2,3963,30414,250000,3181598087,5
2,4020,29085,250000,3081837364,15
2,4050,28428,250000,503705703,25
2,4307,30020,250000,532411959,15
2,3997,28027,250000,500354116,31
2,4142,28594,250000,1392516288,1
2,4099,30564,250000,1251048923,4
2,4065,30245,250000,87089793,20
2,4236,29560,250000,4050497481,22
2,4119,33173,250000,3634650633,16
2,4310,29857,250000,426354129,16
2,4170,33252,250000,1157539790,12
2,4173,30561,250000,1016213726,5
2,3948,28666,250000,238635456,15
2,4821,29566,250000,3669650375,29
2,4337,30289,250000,1095059998,13
2,6364,34763,250000,3494160238,23
2,4116,31051,250000,1307247585,19
2,4232,30286,250000,2936711509,17
2,4232,34582,250000,3112306875,9
2,3975,31477,250000,84855090,29
2,4091,32587,250000,3937352098,14
2,3990,29615,250000,4033314149,1
2,4223,33154,250000,1385646958,9
2,4272,31862,250000,3086523142,31
2,4439,31828,250000,174070860,4
2,4219,30708,250000,3155047618,9
2,4119,28329,250000,3803709240,11
2,3949,29777,250000,4133917047,31
2,4158,30802,250000,4115631479,20
2,4156,31169,250000,2989157066,22
2,4568,29345,250000,395735206,24
2,4570,29009,250000,2146031935,28
2,4338,28402,250000,1888651578,7
2,4238,29381,250000,2403364758,1
2,4207,31655,250000,1238299024,17
2,4116,30467,250000,1653918412,16
2,4161,30922,250000,3650017251,6
2,5243,33002,250000,2331270086,23
2,4035,32319,250000,942609551,27
2,3957,30666,250000,2596808807,26
2,4131,32342,250000,2108015451,4
2,5968,35925,250000,1172274387,2
2,4112,39062,250000,2482727428,26
2,4200,30596,250000,2673554843,18
2,4115,30917,250000,2327208119,16
2,4048,30670,250000,3559614689,7
2,5835,31635,250000,2823409820,7
2,3985,30025,250000,1599419006,11
2,4861,30768,250000,718010264,3
2,4602,29528,250000,2217032130,11
2,4823,29916,250000,2375451905,24
2,4747,33829,250000,425386546,4
2,4554,30648,250000,3065633575,4
2,4066,30930,250000,3727766759,11
2,3973,30515,250000,3075710716,6
2,4117,31347,250000,4053995729,28
2,4294,29716,250000,3449285231,2
2,4271,30762,250000,3441355049,5
2,5774,33942,250000,811418624,22
2,4117,32250,250000,4022088995,29
2,4447,32809,250000,2665738390,12
2,4029,31752,250000,2981948425,15
2,4497,31356,250000,3956807485,25
2,3952,31114,250000,3909940213,23
2,4172,30076,250000,2594396678,11
2,4183,35701,250000,3884398638,16
2,4804,30588,250000,2823563825,27
2,4450,32974,250000,1070399483,10
2,4089,39481,250000,1903432691,7
2,4387,32667,250000,220368418,7
2,5784,31916,250000,953943972,13
2,4057,35830,250000,2337294479,10
2,4943,48225,250000,416636963,16
2,4698,47570,250000,2437869088,13
2,4332,33203,250000,2367799298,28
2,4830,46687,250000,3839255146,11
2,4426,30359,250000,1849558363,20
2,4036,29227,250000,2038411285,24
2,4659,45078,250000,9132059,29
