runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.b.buffer,param.offset.integer,param.value.float
5,3910,40804,10000,Buffer[966],35,-1018252327.9486898
5,3917,41363,10000,Buffer[704],10,1898569994.5711231
5,3908,41448,10000,Buffer[951],4,-1591242873.7094154
5,4345,43082,10000,Buffer[746],41,-1997110150.448613
5,3928,41283,10000,Buffer[918],25,2108275481.8662746
5,3910,41442,10000,Buffer[577],107,-618514998.5837379
5,3911,32788,10000,Buffer[1003],115,-1118363186.529341
5,3917,41159,10000,Buffer[559],1,405365332.6666
5,3937,32132,10000,Buffer[773],28,1116701081.348507
5,3906,43538,10000,Buffer[827],42,-286454339.0494938
5,3935,40242,10000,Buffer[777],65,947485106.6008573
5,3907,41608,10000,Buffer[803],40,1804625820.9062529
5,3917,41475,10000,Buffer[744],95,1729872870.7536194
5,3917,40638,10000,Buffer[966],119,1797717024.504821
5,4346,42240,10000,Buffer[984],123,244473698.23540354
5,3920,42921,10000,Buffer[751],98,34839462.92293763
5,4873,38333,10000,Buffer[966],75,1957105990.8134942
5,4920,40983,10000,Buffer[597],108,-370884003.9222475
5,4752,40026,10000,Buffer[860],49,-837599219.7419909
5,3915,31729,10000,Buffer[673],41,-1378419367.9573076
5,4882,39766,10000,Buffer[743],33,1331829532.7188613
5,3929,32746,10000,Buffer[717],112,212193493.45054674
5,3954,42063,10000,Buffer[1016],30,-1549312475.972457
5,3908,36804,10000,Buffer[804],43,-70776602.33230627
5,3909,35911,10000,Buffer[765],63,432907067.26652265
5,3911,35841,10000,Buffer[814],50,-1089947401.3423052
5,3909,32107,10000,Buffer[844],0,294726911.7215569
5,4882,43106,10000,Buffer[941],55,-1647399756.8557122
5,3911,43571,10000,Buffer[959],25,217189672.68022418
5,3910,40002,10000,Buffer[763],107,-1748134639.8498456
5,3901,35800,10000,Buffer[829],3,-266301745.34419668
5,3909,32656,10000,Buffer[590],24,733875134.101043
5,3908,36844,10000,Buffer[926],22,1711321327.2457542
5,3907,36024,10000,Buffer[915],69,-1053734948.0792145
5,3908,32752,10000,Buffer[581],62,1920803948.882622
5,3908,33034,10000,Buffer[627],44,-600031126.1859788
5,4052,37470,10000,Buffer[711],87,-155191257.79224908
5,3909,41167,10000,Buffer[766],100,478639465.28196216
