elapsed.ps,repeats.n,param.a.vector2,param.b.vector2
36736,100000,-1.01913916e+38; 1.78359973e+37,-2.81660828e+38; -8.64289655e+37
50345,100000,3.20456352e+38; 3.16338937e+37,1.34195967e+38; -1.64279628e+38
39443,100000,-1.29005445e+38; 1.81136623e+38,3.2795736e+37; 6.38448016e+37
41436,100000,-2.42346663e+38; -6.74153069e+37,1.96644391e+38; -2.95697757e+38
36301,100000,-2.83371629e+38; 1.05965348e+38,1.4110017e+38; -2.41776036e+36
34507,100000,1.18324474e+38; 1.95662884e+38,2.82097204e+38; -1.85379703e+38
34955,100000,-2.9721336e+38; -3.28129167e+38,-2.05270702e+38; -3.21557302e+38
42782,100000,2.5445084e+38; 2.37230608e+38,-7.96817406e+36; 2.8124946e+38
38706,100000,-5.25588576e+37; 3.14682396e+38,-3.28708048e+38; -2.94397999e+38
38774,100000,2.39904676e+37; 3.15633925e+38,-2.39019374e+38; 2.50155553e+38
40307,100000,-1.39371328e+38; 1.94850432e+38,2.03326187e+38; 6.54297959e+37
39571,100000,-6.01386831e+37; -8.58335653e+37,-1.54769358e+38; 8.7821282e+37
38954,100000,-8.5306253e+37; -4.22178178e+37,1.04431085e+38; -3.09502193e+37
38964,100000,-2.30924178e+38; 7.6125684e+37,3.22428756e+38; -1.22699005e+38
40522,100000,-2.50436667e+38; -3.07219849e+38,2.72926574e+38; 2.49803978e+38
35182,100000,-1.42222601e+37; -4.1681272e+37,-1.11971973e+38; -8.60076086e+37
36853,100000,-8.71828424e+37; -6.89532256e+37,-2.82558852e+38; -6.94574565e+37
36722,100000,1.58779637e+38; 1.06616271e+38,-1.56700619e+38; 1.77357279e+38
38025,100000,-3.24311328e+38; 2.46663875e+38,1.64432192e+38; 2.44141519e+37
36498,100000,-1.87631354e+38; -1.87566856e+38,-1.94674459e+37; 1.90208883e+38
35988,100000,2.64569694e+38; 2.34835032e+38,-1.6903423e+38; -1.98942935e+38
53934,100000,2.35204517e+38; -1.4651152e+37,-1.7355451e+38; 3.07886511e+38
40011,100000,3.22043329e+38; -2.93314716e+38,1.32580727e+38; -8.57548898e+37
40495,100000,2.20771027e+38; 3.13641097e+37,1.446459e+38; -9.72955809e+37
39292,100000,2.78209229e+38; -2.87453829e+38,-1.64621397e+38; -9.25291956e+36
35813,100000,7.28650788e+37; 4.82812924e+37,-3.73256221e+37; 2.19088276e+38
36808,100000,4.22378112e+37; -3.33087527e+38,2.29048298e+38; -2.87538448e+38
38089,100000,2.33057036e+38; 2.68295268e+38,-1.36697498e+38; 2.26110006e+38
34848,100000,3.22753477e+38; -6.23670608e+37,2.5445224e+38; -2.78674953e+38
37042,100000,-6.38781865e+37; 1.09762843e+38,-9.45014964e+37; -3.0547041e+38
37594,100000,-1.62763102e+38; 3.12318907e+38,-9.83246191e+37; 2.2482975e+37
34277,100000,-9.92157673e+37; 3.26961509e+38,1.61182301e+38; -3.19821756e+38
35118,100000,-2.39992605e+38; -2.9945051e+38,-9.03097004e+37; -2.70687862e+38
37857,100000,-2.49065556e+37; -9.65888213e+36,3.21895328e+38; -1.87019393e+38
36872,100000,2.80099448e+38; -1.80610821e+38,-2.04868096e+38; 1.9612024e+37
42650,100000,1.45294502e+38; -1.80575205e+38,-2.2666617e+38; 3.36946499e+37
38107,100000,3.20472923e+38; -1.91822025e+38,9.61622911e+37; 6.99716004e+36
36641,100000,3.31818066e+37; -1.35867501e+38,1.84712492e+38; -3.49861526e+37
37403,100000,-2.2136159e+38; -1.03960959e+38,2.71644158e+38; 3.97369014e+37
43807,100000,-1.86638632e+38; 2.07338271e+38,-3.23823861e+38; -1.57032652e+38
36220,100000,2.92690423e+38; 2.05326661e+38,-2.19466178e+38; -2.46371215e+37
35259,100000,2.38000487e+38; -1.18326361e+38,-3.24001656e+37; -3.37771207e+37
35059,100000,2.84687329e+38; -3.09052851e+38,7.59316016e+37; -2.26730425e+38
39982,100000,-1.37737854e+38; 1.6566372e+38,-1.69513445e+37; -2.68585672e+38
37028,100000,-3.66886428e+37; 1.55419115e+38,2.02032798e+38; -1.50210582e+38
34359,100000,-1.11778753e+38; -2.76725672e+38,-2.46224295e+38; -2.71792118e+38
36817,100000,2.04683068e+37; -1.32684e+37,-1.27063789e+38; -1.12373798e+38
36405,100000,3.31529655e+38; 2.61641786e+38,2.39239073e+38; 3.01275764e+38
35785,100000,-2.28978425e+38; 5.46763006e+37,9.38318625e+37; -2.80628961e+38
36736,100000,2.6294489e+38; 2.82234719e+38,2.4490034e+38; 2.28899588e+38
37597,100000,-2.77368847e+38; 2.40399755e+38,-9.18622681e+37; 1.05895718e+38
35292,100000,2.06025243e+37; -1.6438897e+38,-2.62962029e+38; -1.57625237e+36
36563,100000,4.56439047e+37; 2.32832286e+38,-7.25988316e+36; -2.49546837e+38
36763,100000,6.26398541e+37; 1.2982868e+37,-2.26480343e+38; -5.44925673e+37
37091,100000,-7.63604529e+37; 2.86906387e+38,-8.06840136e+37; 2.14312519e+38
36491,100000,5.35647409e+36; -3.22079168e+38,1.01692817e+38; 2.99596583e+38
37242,100000,-1.24150536e+38; 2.16964485e+38,-3.05389402e+38; -2.19167033e+38
37127,100000,1.81102832e+38; -3.26744893e+38,-7.9265472e+37; -7.89773097e+37
35283,100000,-2.71698656e+38; -2.90806309e+38,3.23190522e+38; 2.15878828e+38
36757,100000,-1.60022543e+38; 1.57552226e+38,3.50542406e+36; 1.62748357e+38
36480,100000,-1.0201188e+38; -1.01713505e+38,4.5766588e+37; 8.21122134e+36
36368,100000,5.52126334e+37; -2.77814513e+38,-2.22979071e+38; 3.13410405e+38
