elapsed.ps,repeats.n,param.a.vector2
45385,100000,2.47257541e+38; -2.4162824e+38
44294,100000,-1.26056788e+38; -3.19427101e+38
44129,100000,1.99116208e+38; -2.62152903e+38
43730,100000,-3.0816582e+38; 2.43327926e+38
44163,100000,1.79925316e+38; -3.12670888e+38
43994,100000,1.16248073e+38; 3.47470635e+37
47338,100000,2.88728437e+38; -1.99196506e+38
44403,100000,-1.17527629e+38; -2.10604408e+38
44519,100000,-8.85074765e+37; -5.96466065e+37
44899,100000,-2.75878217e+37; 2.44312008e+38
44301,100000,-1.84496465e+38; 1.6350772e+38
44517,100000,7.62914826e+37; -1.13376053e+38
44434,100000,-1.69329147e+38; 3.13613087e+38
44120,100000,1.84471679e+38; -9.98982907e+37
44202,100000,1.55511329e+38; 1.34376247e+38
44976,100000,7.80125819e+37; 2.54523877e+38
48421,100000,-2.97259685e+38; 2.0001697e+38
45767,100000,-1.71992197e+38; -3.16295193e+38
45441,100000,-7.40768868e+37; -4.79074926e+37
45475,100000,-3.18790335e+38; -2.73615689e+37
44725,100000,-2.0628748e+38; -2.09917463e+38
44610,100000,-4.84735544e+37; 2.90213048e+38
43962,100000,-3.15617355e+38; 2.68705338e+38
44811,100000,-1.83547714e+38; 9.23939005e+37
44800,100000,1.18443248e+38; 5.3739304e+37
44127,100000,-1.59097989e+38; -1.22982492e+38
49916,100000,3.25607668e+37; -7.80134363e+36
44787,100000,-1.19507215e+37; 8.03035156e+37
44534,100000,-1.3838394e+38; 9.91979796e+37
47439,100000,-2.81986381e+38; 1.7392939e+38
44758,100000,-2.95615207e+38; 1.13724363e+38
56710,100000,1.88041891e+38; -1.03655982e+38
48077,100000,-2.56967603e+38; -1.07503931e+38
43857,100000,-3.95962682e+37; 2.28151755e+38
44087,100000,-7.27253583e+37; -2.6623492e+38
47496,100000,-1.04063e+38; -2.02903928e+38
46138,100000,1.78017979e+38; 8.86681436e+37
44661,100000,3.3180505e+38; -2.7834074e+38
45040,100000,-3.84248577e+37; -2.81901499e+38
44968,100000,2.14118518e+38; -1.19311842e+38
44005,100000,-8.99790565e+37; -1.01363472e+38
44897,100000,-3.25173959e+38; 2.24208976e+38
44268,100000,6.01325426e+37; 1.47400225e+36
44200,100000,7.93735164e+37; 1.60572358e+38
45301,100000,-2.85806583e+37; 1.42448778e+38
44829,100000,2.43133438e+38; 3.22804487e+38
45450,100000,-3.33491512e+38; 9.83064866e+37
44181,100000,-1.71286085e+38; -8.66878604e+37
45526,100000,1.56870819e+38; 1.21954803e+38
44676,100000,-1.84370795e+38; 2.77610999e+38
44227,100000,-2.35066779e+38; -1.17296542e+38
46120,100000,-2.8003712e+38; 1.38336246e+38
44730,100000,1.80772046e+38; 3.2749522e+38
44300,100000,-1.81395568e+38; 2.70506421e+37
47489,100000,-8.27687005e+37; 1.16372353e+36
44075,100000,-1.19661866e+38; -4.97055232e+37
48340,100000,3.10052673e+38; 7.10345558e+37
46393,100000,-2.08579859e+38; 1.33661302e+38
43928,100000,-2.86593003e+38; -1.00395007e+38
43679,100000,8.21700094e+37; 1.60479323e+38
