runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.n.integer
1,3373,29445,250000,3854083850
1,3276,40918,250000,3533206544
1,3269,27753,250000,1277843358
1,3303,28438,250000,1273783530
1,3353,28495,250000,879216026
1,3267,28549,250000,2067458832
1,3282,28684,250000,2133814651
1,3282,28188,250000,4110275202
1,3295,28753,250000,3689488541
1,3273,28783,250000,327258266
1,3287,28169,250000,2376137547
1,3273,28007,250000,1798348265
1,3269,28049,250000,4093111483
1,3273,27334,250000,937949847
1,3301,28206,250000,3588701699
1,3274,27649,250000,1047612135
1,3289,27524,250000,3637375662
1,3276,27885,250000,1881433298
1,3287,28074,250000,3988484091
1,3280,27541,250000,3601543824
1,3266,27581,250000,3974586410
1,3274,27989,250000,3765863536
1,3280,27989,250000,3933286326
2,4406,29240,250000,3232764061
2,4064,36005,250000,3443554685
2,4160,28806,250000,2296821601
2,4033,28900,250000,1578917693
2,4283,32631,250000,46839420
2,4465,27476,250000,4155237344
2,3960,29960,250000,1074778010
2,3948,30803,250000,2884803038
2,4023,35384,250000,2144842438
2,4636,30567,250000,4001687493
2,4862,33319,250000,1084902119
2,4168,30622,250000,3253476107
2,4376,32929,250000,4182260393
2,4083,33215,250000,1645858651
2,4060,30201,250000,652761936
2,3969,32325,250000,2023046599
2,3990,27557,250000,4009497561
2,4159,34961,250000,2239874416
2,3963,33951,250000,3715788269
2,4058,27524,250000,758582381
2,4282,28983,250000,816779557
2,4534,34633,250000,1639956995
2,4119,32761,250000,3298166780
2,4522,28786,250000,2397700625
2,4424,31425,250000,1188591248
2,3993,37865,250000,3326972435
2,3974,37956,250000,529974463
2,3987,38308,250000,3447967226
2,4035,31955,250000,3990650510
2,4272,29196,250000,1394508819
2,3956,27386,250000,3188170437
2,4054,30580,250000,4049919825
2,4029,29523,250000,3343539966
2,4127,29225,250000,2649852868
2,4215,29554,250000,297807201
2,5968,40053,250000,2004976546
2,4002,28824,250000,3952619524
2,4175,29984,250000,3116991223
2,4156,33034,250000,213259763
2,4448,40721,250000,333961257
2,4221,37095,250000,4245982661
2,4007,35518,250000,1839358248
2,4576,33511,250000,3237240367
2,4182,29844,250000,2526391508
2,4080,28577,250000,760730825
2,3977,35601,250000,1657257185
2,4320,28920,250000,4206612030
2,4227,28847,250000,728038153
2,4007,32546,250000,2987147526
2,4263,32429,250000,2309623778
2,4276,33470,250000,425072039
2,3994,31881,250000,157954997
2,4010,30892,250000,4226338656
2,4091,27604,250000,1929076152
2,4100,28053,250000,1059654094
2,4188,33606,250000,1656106434
2,4100,32308,250000,4018638617
2,4119,28791,250000,3231604360
2,3998,32799,250000,2202649230
2,4584,37673,250000,3086711761
2,3989,27789,250000,3263288648
2,4065,30346,250000,1469863579
2,4858,40299,250000,264454455
2,4197,32450,250000,3702955322
2,4519,33959,250000,3566840533
2,4452,30340,250000,3816736061
2,4300,29259,250000,2455911408
2,4165,32261,250000,1770760897
2,4340,32104,250000,1627793430
2,4175,29548,250000,2205737180
2,4056,31345,250000,9139058
2,4248,28959,250000,3118264828
2,3941,29005,250000,2677952338
2,4218,29771,250000,2214968945
2,3999,29276,250000,2399798407
2,3961,35790,250000,1565416006
2,3975,29592,250000,3981188638
2,4199,33133,250000,4287910187
2,4450,33885,250000,2702317977
2,4048,30858,250000,198808325
2,5138,31926,250000,1727781589
2,4228,31114,250000,1725871684
2,4095,29822,250000,3267759262
2,4949,35681,250000,1209803407
2,3969,33502,250000,4199508102
2,4466,32222,250000,3482585359
2,4207,33211,250000,2411175789
2,4357,27779,250000,551866882
2,4046,28294,250000,2637910401
2,4143,28967,250000,4215878557
2,4202,27334,250000,2786118132
2,4096,30360,250000,1322183052
2,4227,29830,250000,1494331529
2,4156,28860,250000,3985104659
2,4241,31407,250000,757537671
2,3966,33838,250000,146904594
2,3950,28861,250000,3582912316
2,4026,32587,250000,2836788639
2,4157,34715,250000,3179235501
2,4012,31140,250000,4135303413
3,3262,21129,250000,1269978456
3,3349,21318,250000,1317186575
3,3306,21462,250000,4148419629
3,3325,21151,250000,616754674
3,3336,21423,250000,3910357966
3,3382,21226,250000,1554824915
3,3264,23637,250000,1197066147
3,3306,21654,250000,3377799522
3,3334,21391,250000,50169699
3,3278,21320,250000,1856799070
3,3317,21439,250000,1809642727
3,3377,26896,250000,3517617044
3,3268,26307,250000,1235761775
3,3398,23595,250000,2314330896
3,3356,21209,250000,2851319811
3,3259,21288,250000,207653983
3,3330,21102,250000,4168176443
3,3376,21235,250000,1424680934
