runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.n.integer,param.disp.integer
5,3276,22596,250000,2958988110,5
5,3267,23307,250000,2841847128,5
6,3265,23539,250000,4237038837,2
6,3260,23992,250000,760080159,31
6,3284,22358,250000,3162050277,15
6,3268,22358,250000,3339095562,13
6,3248,22382,250000,154597888,19
6,3272,24651,250000,3853055357,21
6,3268,25528,250000,4246066366,28
6,3249,23557,250000,598117150,26
6,3266,26860,250000,102336855,21
6,3263,24741,250000,1910036146,8
6,3247,24906,250000,1389454557,10
6,3262,22505,250000,1161532055,18
6,3367,23269,250000,1404168768,10
6,3244,22931,250000,2711039525,14
6,3268,23039,250000,4052012261,9
6,3273,22393,250000,163955856,8
6,3248,24292,250000,4017775291,27
6,3266,23058,250000,3474649490,31
6,3271,23730,250000,3104020068,20
6,3248,23585,250000,3321626808,31
6,3271,23880,250000,1379130293,19
6,3267,23392,250000,3552641347,5
6,3244,24204,250000,3795630697,29
6,3268,22966,250000,66921744,25
6,3265,23215,250000,2346956752,9
6,3244,24653,250000,912815193,30
6,3263,22870,250000,3201114207,31
6,3282,23099,250000,7300373,18
6,3247,23006,250000,3257602600,31
6,3263,22353,250000,3712054931,22
6,3273,22990,250000,3590420719,30
6,3245,22814,250000,3957781192,23
6,3264,23015,250000,1577444839,14
6,3278,22858,250000,4154983550,26
6,3244,23176,250000,2064246107,9
6,3281,22963,250000,477933965,23
6,3268,22565,250000,3892397075,22
6,3246,22549,250000,2732589476,23
6,3268,23000,250000,3327810113,29
6,3263,22861,250000,3625681126,25
6,3271,23004,250000,400514995,25
6,3280,22517,250000,2950133270,30
6,3268,22590,250000,1882420305,19
6,3244,22405,250000,241808454,2
6,3271,22632,250000,266276907,10
6,3276,23112,250000,3409576946,0
6,3245,22977,250000,361826984,6
6,3272,22606,250000,2149842966,5
6,3284,22543,250000,640532449,19
6,3245,22342,250000,3186303876,17
6,3261,23178,250000,1389954120,0
6,3266,22443,250000,691806320,12
6,3244,22680,250000,2895264868,26
6,3266,23272,250000,3275387223,22
6,3269,23500,250000,4192412035,9
6,3244,23187,250000,162598234,3
