elapsed.ps,repeats.n,param.a.integer,param.b.integer,param.c.integer
64899,100000,1392529216239577,260034612765486,6583074121872644
73339,100000,286475568024632,1166635747413005,7700919389138577
82646,100000,191779674721984,7970146079407722,2408887691941362
69676,100000,263937998141569,2655598581386759,3064591939871961
68990,100000,6457525961456364,1318928032402917,464487177725399
65925,100000,7924894016457781,2829295097125938,322899155000606
74413,100000,7646906271794868,7103604703225761,8071058978300759
64458,100000,8361222715571947,447387839326773,3131516654142414
67228,100000,6420745979345497,7510542814690308,6743376890084040
64582,100000,1675224405481833,686243926952265,6906941861293594
76146,100000,1256335045918800,4129209178018780,5690675729681989
67496,100000,6123096736056985,7731334625772182,8913451318109457
64669,100000,5016861229918334,1391751332181122,6862293709394257
65061,100000,1110960636246079,1600324641287947,3435770833024993
64466,100000,8993544791669364,6463491213332232,4403062434589336
64219,100000,1495171026173960,3757600408720824,6572920491445911
64563,100000,6736700435896492,4328385838151981,2657013141490313
65539,100000,2239816282008289,4032599581936057,8760156354860537
64111,100000,3073576329550545,2325122568193723,7127648517286358
64533,100000,1613796589428731,1131514930333001,7820181626324331
64947,100000,5067251207261377,7130750804884290,6873783580678255
70465,100000,7873300520764780,3933733633630196,306072094508246
65135,100000,8703694233828669,7955152192190812,3681324883608898
69180,100000,8847812351777356,8977513705940712,1373205954067498
64434,100000,2148468920670484,599906160834630,3457918812887876
67832,100000,5352016406028775,8528756355272492,5433764676403113
64656,100000,5520693025652036,6129033574380395,6888509361979992
70493,100000,3596185194820212,6054735413138103,3487698628142034
65236,100000,619900175256675,4146465616129715,8613366338501270
65057,100000,5813224108618056,3437992153144411,6010852884575217
65309,100000,6705110885488867,8565832556412435,1592590752720575
68485,100000,8732597509939407,1528919158848216,1332105459697645
64614,100000,1883874872098532,492532714639917,7146503005254204
65348,100000,8858297171661166,4200392944775898,7281760165492947
63729,100000,928860868187288,2635790635482211,3338382701673409
65809,100000,6264624311411934,1059373423694154,1905134450823758
63676,100000,8157554548139901,74664341931761,7655810356179130
63743,100000,3123549473554040,526380714852664,4672042046923836
65620,100000,1017522615889236,8908329221446463,3982826761984277
64307,100000,3840656713298460,827076625682228,8940719017421267
65838,100000,7103396968002954,7848751298849983,8657072265308546
67553,100000,479664807796561,8647431706117287,6745207210846885
64534,100000,3230721744912211,7174554625355647,8364590752321175
65373,100000,5284473090079692,7715999292273300,78680751759173
64402,100000,1958953339591148,8066003434865303,8627829856501734
63361,100000,3016028753818256,1901370768591893,8753715953382955
63364,100000,6654077079517988,7544723798580394,1887969761504121
63372,100000,5057627725963999,1425625058942012,6905057783037435
63120,100000,666327222732533,5568215226565392,7351218771985477
63553,100000,2450431064325115,7208872773452073,6563338375376898
63007,100000,598900645361437,3652028570638432,4160009506711342
66579,100000,643659376667126,270057230073793,5877471586496542
65626,100000,8230167298755176,1302427520508549,820606256199558
64350,100000,1218372315557873,7951470046891871,1155641179688301
65098,100000,8427960816122506,7844223160767508,3570087333726056
63955,100000,4090940217771721,6967472196141918,7568360615176498
