elapsed.ps,repeats.n,param.a.integer,param.b.integer,param.c.integer
27477,100000,8737241667541113,105779616295791,4976533204888632
23150,100000,8301090658935198,1943672628706977,8314030561339436
23640,100000,2153505025542244,8723005955247446,5125866488410934
20761,100000,6687262983845739,4370419938908000,4561867737839140
20847,100000,1104217012572684,266160528161615,7163656170753545
24002,100000,8640019233441083,3818602255854379,1267111810801197
27041,100000,5835090060690800,4654375261145930,8444297429381831
20650,100000,6235657450469113,5413798336011495,4731701228643074
23532,100000,6342680076708453,1672806195907446,2519092215882176
21987,100000,3430247450286203,383667461561239,7222995321234045
20796,100000,6755057282522538,6511747782781143,8598725249234639
20886,100000,4785219431092644,1155726350864631,8373823743639818
20466,100000,3420792580789546,3865363083433353,3210054265471444
20862,100000,2005706663860712,3854729538222014,216799012951095
20822,100000,5430793163771766,2205024731140763,833939063630875
24740,100000,5947347886257543,6222819436655316,1320068018800038
20366,100000,6737480973447391,4393616610434891,3186429371195092
20651,100000,4477986538556698,750535087304118,5877279826851619
24391,100000,6495473971600657,4499944983149380,1685309049582894
23767,100000,7097976590789587,2455080236180705,7891012648683576
20504,100000,7897873265767912,3324378694890701,2213743259841053
20515,100000,869848020685117,7380853886646518,7290185043229114
21526,100000,6607876282856507,7656198219987015,5259940913798317
20878,100000,5424855723641207,969321792663798,1234651151241264
20851,100000,3759187042527303,5958338171983918,1992407192446026
20894,100000,1823998522604361,6489474314606745,7696019096915190
20717,100000,2021770772562588,3369524671823721,7947900023899251
20758,100000,8171196386793868,3717473844008690,1692950338029699
23873,100000,7842913597553576,8365935490781393,4971123676275942
21161,100000,409604205250217,4442452499638242,3597947014679541
20768,100000,4622898857713875,1086850623332885,2506636064724152
20774,100000,5038696820646057,7326263816967309,2377102181210349
21615,100000,8928964935053442,3446768840073697,8498604170630275
20708,100000,5484938186530241,5654400478006461,4517885366435104
20518,100000,1188655362420295,3574724956263967,6976325832049083
21124,100000,4203495223520322,8874421356992258,3986965965584875
21127,100000,1720607961998455,1789966141742257,7515998274542111
20829,100000,8375764117280904,2931202683732591,1733019480929214
24833,100000,2856821080878431,327842221451706,4231583751520891
21009,100000,6483588059803294,1106252933304228,4124276962927026
21816,100000,7891187300338620,618967871024453,5324779491685869
21018,100000,8531342500097275,1229008169272708,6714134850706868
20958,100000,5419851196057277,2516943425163451,1587592370813810
20638,100000,8908186105216528,5136351912579986,2311540903515307
20583,100000,7265204058694976,4788687056871688,5628256399620512
20748,100000,1532782167601906,2573465244116354,809843871292110
20561,100000,4236006975570129,7285050524430203,7227078232364683
20722,100000,4436191244942523,4927086060970215,5532764611413044
22058,100000,6111291882925639,5618048566278855,3583304117464089
22207,100000,6939698216043333,6103681661471115,1642404715408695
20803,100000,4938312744072694,1894759468102993,6933716986142579
20944,100000,243584473937248,4835014644055220,841517158309814
21431,100000,6903093710483081,7710232773863281,8694570084033272
21214,100000,8926457221330688,7927131515130999,4101954316084849
21025,100000,1814333558073300,5399449362148936,4868287488943183
20673,100000,6124582430005888,6937838334458458,2187536716894413
20874,100000,1911974918313885,2831555829800611,3286473492868758
20686,100000,181047934982122,5209400401303432,2147045506263829
23389,100000,8759048364010723,6345988975313926,3459772021183402
20799,100000,209984587311881,7659625380302194,2217378681554540
20507,100000,7454766511788596,2939501710105205,2695559554251468
20875,100000,6634215131269951,4990173414807559,403472321923880
20891,100000,1612079301113588,1934369274104979,1802882749259037
21169,100000,4419928495697169,2845342035345133,2259756228250312
20920,100000,8932468142063809,6133632780810104,4771841022703773
20747,100000,5569602144012093,4131096258140310,2463017837228022
20655,100000,3860789072558947,6640849786844587,4023131380395958
20512,100000,1158016879200037,8321310643876346,8005913847548280
24071,100000,811513531789459,6534889351351680,1364248541724882
20641,100000,6320476327182184,8893586956289996,3409957988348809
20943,100000,4664711858775163,7801289312915348,1553599047057006
20457,100000,7602725884350571,8108906873874824,5071492956803633
21709,100000,2978663736908875,6761086008721499,197562558409008
20890,100000,3368614574650568,3449726723593505,3981142494250209
21058,100000,8607665471580269,7414907597056109,6815466662831890
20654,100000,7388524285730265,6712982261021435,6952564756446101
20519,100000,3675089897197139,6730012721777872,8881710508571409
21330,100000,3354170900581989,7268110985668583,4642394897976821
22626,100000,3209021235756067,1799587849964135,2965467379891850
21080,100000,3175326770402645,330072080776313,7407504646116907
20815,100000,8128661639386685,1953262109954284,6954061459821798
20696,100000,3883684992472065,8514409890828378,4760544315173866
20892,100000,8388385259393512,3484496465127341,694490368872307
21148,100000,7525217420527937,7976813880592355,4806956286506131
20738,100000,5302811875051882,1906062688365451,7245685504501592
21827,100000,7230544979227734,8756259000632546,4785272611110146
21181,100000,536546445860152,5270175038391797,6866986740266296
20790,100000,1103967941406530,6087196539287276,8901543237889112
23418,100000,5914495115945100,2225558665660597,1653134238138099
21239,100000,8570388944933562,1726058845522809,3084170503834295
20740,100000,9001184424462151,1904946389388832,21535487638708
21042,100000,6671918126364009,7456349367542990,111438549617007
20524,100000,2119555464810104,896788195879281,6589785844301560
20627,100000,5724657657447085,3693157656311280,4705609258774927
20482,100000,4499550188777755,4701354220287212,4973515135385334
20940,100000,5850051117887450,8690810572182411,1054855330714070
20877,100000,2041354306492991,8320418644737257,6495215729084811
20960,100000,2093253036852077,907976682047965,1355061487895389
22304,100000,6723576322856779,2787314052709822,6648047379327759
20770,100000,6642918423926201,3622021159857453,2446265338939295
20497,100000,3254050949312655,7898967826539356,2145737129494057
20629,100000,6298565326852175,3452290215898184,1362388610478712
20750,100000,2310403733163270,8180245306032918,5181829561517810
20779,100000,2736871515547382,2266177266189708,6568322940791626
20968,100000,3728513355363593,8480631908681964,8009590194030273
20710,100000,8008883404125817,8826089930067303,2931676293006741
20898,100000,7971353412933257,2365707498529391,4449823165659884
20817,100000,1560035328227776,1273659995389620,5053826646698844
23537,100000,2030485100574325,7152988845904840,513780569656717
21030,100000,3674179309137374,5433619865761003,7700566107695865
20741,100000,3647309034256321,329973749159885,7159616630831617
20704,100000,7062843296650140,5931166375786544,2007599243491909
22902,100000,8178197284919323,8906463474543158,3480735418504039
20473,100000,2232327325640631,4958730357921367,8612580656897817
20549,100000,214870469745024,3942331921510864,2953230605705025
20732,100000,1144394005720490,537409582054536,8834775570542129
