elapsed.ps,repeats.n,param.a.vector3,param.b.vector3,param.axis.vector3
48095,100000,2.057978826501945e+38; -2.0226065069772726e+38; 1.0847815557043614e+38,-1.1211182023936395e+38; -5.830676066665202e+37; -3.3472129529099004e+38,-1.6468934274744128e+38; 2.1360078929604415e+38; 9.8389624186351e+37
48178,100000,2.9003985681848154e+38; -2.70786840349444e+38; -1.9354245975369363e+38,-1.6734843763491362e+38; 2.104007726856472e+38; 2.8161791074911884e+38,-1.2480623560932627e+38; 1.2499538936128993e+38; -1.2429586933646958e+38
48210,100000,2.68148605920249e+38; -8.92689896709617e+37; -2.837126982953936e+38,-2.8192581800931188e+38; 1.7411937528012947e+38; 2.2913814945533112e+38,3.212453581141798e+38; 3.0048146438894706e+37; 2.226929473083499e+37
48138,100000,2.5196076860256333e+38; -2.6702139072411647e+38; -1.1109409963147672e+38,1.0951397822889463e+38; -1.7315283733287705e+38; 9.462524952873245e+37,-2.363274834208812e+36; 3.3810598324082822e+38; -1.114072904593715e+38
48017,100000,3.3351560745210097e+38; 1.631587509891113e+38; -1.173570034809403e+38,-2.951239165981665e+37; -2.898513723860348e+38; -5.849647725548218e+37,2.610090151980772e+38; 8.529913392164856e+37; -1.4576142288073587e+38
48187,100000,1.5609938733812673e+38; -1.790172932456769e+38; -7.286574302208044e+37,-2.59337298433725e+38; 5.625984467764429e+37; 6.586471031346536e+36,-2.6024014961482196e+38; 2.4899205259128644e+38; -2.58246490162831e+37
45959,100000,-2.9241271620042235e+38; 1.750376613749348e+38; 3.003895850734425e+38,-6.286496348314549e+37; -1.8840036185892784e+38; 2.7627402316120632e+38,-2.0673306399219968e+38; 1.7569460862199708e+38; 1.77388189823902e+38
43588,100000,1.086006816068518e+38; -1.3641308789393118e+38; -2.924513947555365e+38,2.953195911448177e+38; 3.1423561537829057e+38; -3.131194084599704e+37,1.335954656929967e+38; -3.221551458793612e+38; -2.9755834323445918e+38
42639,100000,1.4280435911377628e+38; 2.9192683079595727e+38; -9.970020250650535e+37,-1.640957678891856e+38; 3.9202216506515616e+37; 1.4528991770467978e+38,9.640007192230479e+37; -5.547091979129105e+36; 7.453055996421558e+36
45538,100000,3.050133457083774e+38; 3.342101582865684e+38; 1.3169552111457943e+38,-2.1861338400549063e+38; 2.6210633412245395e+38; -2.4725681132005563e+38,-3.1381674305515596e+38; -2.0905024815977847e+38; -1.891532246210058e+38
46361,100000,2.0573082900404484e+38; 1.3613356586597846e+38; -1.1225114011093144e+38,-8.894955186090899e+37; 1.074359439529525e+38; -2.9190076789961658e+38,-3.1733647128813526e+38; 1.0227457776906324e+38; 1.5885180159218548e+38
47683,100000,-1.4971824718187866e+38; 2.9856856949199786e+38; -1.4423781841251436e+38,-3.2872323914613094e+38; 3.779074017066139e+36; -2.340730625359956e+38,2.5045224410588214e+38; -1.522528790628182e+38; -3.3797274809214184e+38
46816,100000,9.490131340584775e+37; 3.0300956533399422e+38; -1.0566489408756644e+38,-2.5794334926889484e+38; -9.61891044388124e+37; -4.426641980719858e+37,-7.428120675289768e+37; -2.1731271364242765e+38; 1.1672486162082329e+38
46394,100000,1.659087034657044e+37; 2.247412272894035e+38; -2.425106260607531e+38,3.7768883972837557e+37; 2.9150844525065315e+38; 2.0428392246773953e+38,1.2496422290363272e+37; -1.8338371066756063e+38; 8.918261702966455e+37
43033,100000,4.3209904020341965e+37; 2.276006819601455e+38; -1.8770242386205658e+38,1.7487560492220162e+38; 1.5862285375257946e+38; 2.7237491245659072e+38,-1.709708354253066e+38; -2.2419459606817548e+38; -2.3891922676431282e+36
45385,100000,-4.53362560665624e+37; 3.076434937943935e+36; 1.0404363995830815e+38,1.853813251894243e+38; -6.500633972427982e+37; -3.1250307166753704e+38,-5.834618460031912e+37; -4.994508884802898e+37; 2.4065072910009826e+38
47917,100000,8.041475446451157e+37; 2.148318504293474e+38; 3.1531074534656094e+38,2.6577442818168396e+38; -1.7312324529726533e+38; 9.056183102391767e+37,3.2130281818058696e+38; -4.1664244966977683e+37; -2.3169892536224976e+38
48221,100000,-1.0466894664638873e+38; 1.2484632379190789e+38; -3.3045961623229956e+38,3.3394583792461363e+38; 2.9131357185918126e+38; -1.3272255134847473e+38,-1.448484634537527e+37; 5.018540497821784e+37; 8.755706302957028e+37
48232,100000,2.42100170937604e+38; -2.2431513442844998e+38; 1.9680303963916707e+38,-1.2630245628928165e+37; -9.958925772597337e+37; -1.0378041484647196e+38,-2.396189426411509e+38; -2.2401280483089795e+38; -1.975981100956302e+38
48269,100000,3.053094891710003e+38; 3.5568427607828984e+37; 2.8310276567379258e+38,2.1157021585857457e+38; 2.218590360374958e+37; 3.2681691574989333e+38,2.1252312402657333e+38; -6.552766863952728e+37; 1.0911293414380163e+38
46083,100000,-3.5075324200846205e+37; -3.0842584084178217e+38; 1.1344595657827295e+38,-1.071337563322677e+38; -4.694433170018072e+37; -3.088985629624145e+37,-1.2898646051104848e+38; 9.147493496306926e+37; 1.4823596812322459e+38
43377,100000,-1.7925763979948017e+38; 7.818498748232452e+37; 1.289654073698799e+38,-3.4672578928647695e+37; 3.2243928215549877e+38; 2.6796374189791653e+37,2.1944506421128836e+38; 2.9532362734432884e+38; 5.671019530048377e+37
48628,100000,1.5235150227951596e+38; -3.038687484872145e+38; 1.4361810966948438e+38,-1.270636779394175e+38; -2.298611767928821e+38; -2.1168787411668535e+38,-2.9708758850755842e+38; 1.9513122146276687e+38; 4.7539189420843815e+37
48451,100000,-9.385801667945031e+37; -6.209330399796736e+37; 2.6307264896320073e+38,-2.8820078989248963e+38; -1.5470032700607644e+38; 3.1093860828516898e+38,-1.0336891391157767e+37; -9.758524410387977e+37; 2.451760794836362e+38
45587,100000,-2.021519166998421e+38; 9.720795072043264e+37; 3.1484195801339174e+38,2.8962339810208976e+38; -7.40668926718207e+37; -2.1398800077778747e+38,2.278182919327831e+38; -3.27095007867969e+38; 2.5886431264176786e+38
47000,100000,-7.166545030414594e+37; -2.0428420768912458e+36; -2.5291497991537913e+37,-2.02055920055188e+38; -2.508320119433009e+38; -3.2206361136481994e+38,-1.0331675896293248e+38; -1.2020402503459528e+38; 1.914989461388969e+38
43184,100000,-2.2904097643092002e+38; -1.0245419878851318e+38; -1.6715488260006597e+38,1.9376416677307114e+38; 2.6543224364926075e+38; 1.1825720780758398e+38,3.0920945173681926e+38; -1.8690585250728276e+38; 2.927617764697012e+38
48854,100000,-5.092785779356672e+37; -3.4000863552092758e+38; 2.7437909847916596e+38,-5.116761615749148e+37; 2.9080235372512122e+38; 6.956660500829986e+36,1.4615786285884884e+38; -2.5042350393147376e+38; -4.9464363415332126e+36
49317,100000,-6.813976918394797e+37; 2.1804547653658838e+38; 9.783665471212183e+37,-2.0734601869283164e+38; 2.5991895737633853e+38; 2.3055862801192286e+38,-2.84248255320978e+38; -6.490690521119792e+37; -1.4977879017454556e+38
48103,100000,-2.275111756865646e+38; -3.515543211287703e+37; 3.138564965779791e+38,1.0892629453911904e+35; -2.5020522463931926e+38; 4.623928978934578e+37,2.786910981960831e+38; 1.799087051477574e+38; -1.7303065609742466e+38
48006,100000,-2.9526302350443312e+38; -2.4411388462209057e+37; -1.6478655633667158e+38,-1.289609655221767e+38; 2.7976884459519233e+38; 7.354670971271584e+37,-1.128613668274717e+38; -4.681745508690507e+37; 1.4472754733359933e+38
48023,100000,1.672294610201786e+38; 1.0286826418057173e+38; -3.308419802181476e+38,-4.1610060509721527e+37; 3.1256466934550333e+38; -1.5557528987396837e+38,1.496218651714421e+38; 5.714585638816781e+37; -2.747876267734027e+38
48090,100000,-1.331817045370822e+38; -2.086177257749806e+38; -3.1566179329198094e+38,-1.8479009294947784e+38; 7.452482384524954e+37; -1.677821059758541e+38,-5.218216763887814e+37; 1.4798806637184396e+38; -2.1141124233210114e+38
47982,100000,1.83045846288383e+38; 2.0566542076837426e+37; 1.159134131186052e+38,-2.0787001474494198e+38; -1.1801546176751805e+38; 6.074182619884723e+37,-9.88557038178381e+37; 2.316130496399879e+38; -1.3175549619977742e+38
48240,100000,2.1815364262700466e+38; 1.6407882193596176e+38; -2.7195082755418797e+38,2.2843231145991924e+37; 5.610199175430147e+37; -4.153570519611454e+37,-2.2246432398729756e+38; 2.13674434725315e+38; -9.319878766130763e+37
47815,100000,2.9671272901326373e+38; 1.1236857526253658e+38; -2.987486772892783e+38,-1.862512377373249e+38; 2.41586904280174e+38; -2.234704164362289e+36,1.846565332822378e+37; -2.4122938624609044e+38; -1.495857117763236e+38
48198,100000,-6.215023165112241e+37; -3.7376677947729344e+37; -1.0556219410653835e+38,3.0898009824902116e+38; -3.254859231844729e+38; -6.716507263743248e+37,-6.205513250309328e+37; 3.7504099650763085e+37; -2.5923148510282276e+38
48045,100000,-1.6703742716605123e+38; -2.3075029678267737e+38; 2.219312921217088e+37,2.0332158297927507e+38; 5.216449151890856e+37; 2.3486324493174427e+38,2.5272746396799097e+38; 1.4907006954166876e+36; 5.91975539552396e+37
48217,100000,-3.3433144709599825e+38; 1.1344135247129292e+38; 2.6983441895927573e+38,-2.3570780446764033e+38; 2.6953588217231958e+38; 1.3538324854630577e+38,-1.3993895155581558e+38; -3.366405588645548e+38; -2.589739796304948e+38
48223,100000,-7.676543684597215e+37; -2.5779229095276925e+37; -1.034635529024389e+38,-7.886782015464346e+37; 3.090746142777742e+37; 4.156841565220283e+37,-5.945450673190586e+37; -2.6923424217669407e+38; -9.466676762119112e+37
48031,100000,-1.5491656791606577e+38; -2.8667222637512003e+38; -2.38089907557758e+37,1.6303291891993025e+38; 1.8035798080288788e+37; 2.8483956869056287e+38,-1.447618347470343e+38; 1.5234133065109972e+38; 4.892585720062627e+37
48240,100000,-1.5738219903953369e+38; 2.4671421629833874e+38; 2.1061199369925965e+38,1.8559940165748275e+38; -2.9209929212481712e+38; -1.0178094448412957e+38,-2.6755911796752848e+38; -1.8472234970140164e+38; 1.2330750751648364e+38
48093,100000,-2.9628124103135565e+38; -3.1689715429612016e+38; 2.5488914290113856e+38,2.8961374367511842e+38; -3.322299055073255e+38; 2.5031583349244218e+36,-2.277661864225113e+38; 6.814694915694766e+37; -2.0108356105637934e+38
47963,100000,-2.5749731879930094e+38; -2.4175364596952563e+38; 2.5778685019639307e+38,-1.4121290491482815e+37; 2.7933892850002853e+37; 3.112575086113672e+38,-2.703570408781354e+37; -1.956167417838591e+38; 1.273574787837312e+38
48263,100000,2.38104313139179e+38; -1.387537692330358e+38; 4.573680830322251e+36,-3.263102003107653e+38; 5.540515407815121e+37; 1.9215244284102537e+37,-2.2253089085561674e+37; -2.7428794933040715e+38; 3.346443235465442e+38
48030,100000,-2.9238421941492922e+38; 7.712772885221617e+36; 2.8913351706293276e+38,-9.018750901347747e+35; 8.8286398196508e+37; 2.1163228003196174e+38,-2.6441031444138076e+38; 2.579643009980154e+38; 3.3337843751595147e+38
47956,100000,-6.04400530999087e+36; -5.727791008649479e+37; 3.3233202743967987e+38,2.0752320582312914e+38; -1.0318720507158915e+38; -1.1639090160549436e+38,1.2645285289179393e+38; 1.877731283419349e+38; 1.029436437558637e+38
47968,100000,-6.522427421547106e+37; -1.763568292955563e+38; -2.6497191408089628e+38,2.868647672894875e+38; -9.921256267360955e+37; 1.9722570477289756e+38,2.397928693741046e+37; -2.9510538354639114e+36; -3.0544594922281367e+38
48101,100000,-1.5523011368612862e+38; -5.798118742769421e+37; 6.936055220618456e+37,-2.5688245755216624e+38; 2.636322609265751e+38; 5.747472044808382e+37,-1.909429038796128e+38; 1.706526449834445e+38; 1.5061629143189955e+38
49360,100000,-6.6880145347320385e+37; -2.1037864457676963e+38; 3.5396202061980777e+37,-1.6994413985116976e+38; 3.2913549940373477e+38; -6.055744895434524e+37,2.0358361142894465e+38; -1.3614850386065155e+38; 1.2446737739207806e+38
54938,100000,1.9062428750714904e+38; 2.309609904536401e+38; 1.826114579219016e+38,7.925839344577858e+37; 3.010254791793362e+38; 1.3897631797241187e+38,1.8812429798181253e+38; 3.902566827212063e+37; 1.1782446231628046e+38
63680,100000,7.551891544594852e+37; 2.2399167056009094e+38; -3.845469308876583e+37,8.378178150618738e+37; 2.570793389021889e+38; 1.5114513497990516e+38,2.1386178334282394e+36; 1.8701626994516504e+38; 3.1091572972713606e+38
48033,100000,1.6448909451742442e+38; -1.35151268486464e+38; -2.8006825352576144e+38,1.6382828347133265e+38; 1.4118942295510952e+38; -3.2359712379013283e+38,-2.4676611898451448e+38; -3.0009697075009063e+38; -1.2391559443881072e+38
48104,100000,-2.5084817702375502e+38; -1.3590429350781878e+38; -1.6316612364500223e+38,2.756352083883297e+38; -2.5819487143038973e+38; -2.1986876374790865e+38,-2.171585064822111e+38; -3.241907645662197e+37; -2.9234341120680667e+38
48123,100000,2.165280683445008e+38; 1.498167487041188e+38; -3.1830887085176313e+38,1.740456892860394e+38; 9.33936002055507e+37; 1.2804030638544774e+38,-2.546049609895794e+37; 2.5417104418912127e+37; 1.934046407804368e+38
48143,100000,-5.334353334218084e+37; 1.9218629671795506e+38; 2.2375396071953614e+38,2.3011430126473567e+38; 3.094007148593817e+38; -6.567539556987548e+37,2.9177574712681967e+38; 1.862229032111086e+38; -1.9645481094868197e+38
47993,100000,6.282413499261334e+37; 2.011488450622911e+37; -2.5924193054376864e+38,3.2315944967329563e+38; 5.946016045358288e+37; -2.7880399008793702e+38,-3.2493746654638055e+38; -1.5219269101231936e+38; 1.8202091528388167e+38
48364,100000,2.2468117107456708e+38; 1.8681784713201252e+38; 1.2965184524050588e+38,-1.5631455328040707e+38; -6.977483563414635e+37; -1.7001130251527105e+37,-2.729964263340754e+38; 1.2738499187235855e+38; -2.30878197657638e+38
48241,100000,-3.0451431730248914e+38; 2.9302469734539333e+38; -1.4766458222107532e+38,8.68945279786622e+37; 2.7111151482412626e+36; -1.3092304526241475e+38,7.804369514642308e+37; -2.172523329090376e+38; 7.005928628763276e+37
47937,100000,1.9938133954798327e+38; 2.6830875582647944e+38; 9.357106114837785e+37,1.3643755862111799e+38; -2.154212369700199e+38; -2.46231434102543e+38,-2.7788278332614876e+38; -4.203782286651554e+36; 2.124236185250578e+38
47848,100000,1.6556808828472429e+38; -1.9523845456234138e+38; -7.453149675800914e+37,-1.4735493067365637e+38; -1.9624963409313143e+38; 1.3205598009805552e+38,-2.701752851350747e+38; -2.33745379926439e+38; 5.245913915382321e+37
48084,100000,-1.9838965141282232e+38; -1.6766884900062731e+38; 9.847730504306758e+37,-3.255054957097404e+38; -8.394777274638366e+37; 1.7871833052811907e+38,-1.9246678216036396e+38; -1.2650727059676053e+38; -1.837273555334753e+38
47782,100000,8.995207080279828e+37; 1.0306166709734735e+38; 3.053860349848445e+38,-6.963821839365855e+37; 2.757772359615793e+37; 1.5613155523975812e+38,-3.4968724926571813e+37; 1.268614825980787e+38; 3.194772999042103e+38
47891,100000,-1.156107488612947e+38; 2.7864633491808784e+37; -9.38173808718094e+37,2.4641553753451536e+38; 2.2854797190068406e+38; 8.4608193356090565e+37,-1.1197411281935996e+37; 1.4835195308254307e+38; -9.654740334566572e+37
48016,100000,1.852763434373158e+38; 2.8953561583332515e+38; -1.8258052724725603e+38,-9.351815955352913e+36; 8.148037705328023e+37; -2.3704329972799277e+38,1.4353613831107123e+38; -5.106704075886937e+37; 2.9161221005818543e+38
48378,100000,-1.5880421905925531e+38; -1.0333215331182165e+38; 1.5091128893837986e+38,1.8480512221499415e+38; -1.1302596872261014e+38; 7.314041755413789e+37,-2.0383515387284914e+38; 6.79810720053054e+36; -3.3679083123730824e+38
47897,100000,-1.4319953144128902e+38; 3.057432082179648e+38; 4.690948144987924e+37,-8.051215566603071e+37; 3.157204094557355e+38; -5.587745026818185e+37,9.378858999137702e+37; -3.2390872244887373e+38; 1.2137615562679512e+38
47833,100000,7.60614394792318e+37; -2.2636607140516163e+38; 2.963236921146561e+38,1.1010318222788071e+38; -7.752034306081766e+37; -1.9242662298934873e+38,1.2906214432248451e+38; -3.555223970966407e+37; 2.9536248844112943e+38
48035,100000,-8.54720313223149e+37; -8.58142158547381e+37; 9.475698377910817e+37,2.2206723497207726e+37; -3.2139832804741056e+38; -2.2736690690705382e+38,-2.901711854206652e+38; 3.079872337341032e+38; -1.4385932836690061e+38
48382,100000,-2.8926831395715863e+38; -3.3712510562998603e+38; 3.41915967967043e+37,-3.301260111591387e+38; 2.819620829576832e+38; -3.17790594439161e+38,2.602915452407576e+38; 6.568824954696179e+37; -8.043261819676999e+37
47907,100000,7.084250167568257e+37; -1.6316604251536382e+38; 2.328354299019808e+38,2.9394622862573525e+38; -2.691445127966075e+38; -1.6719597476192297e+38,3.023802275170049e+37; 2.667895424999371e+37; -2.3845016878774047e+38
47969,100000,-8.53371228748362e+37; -2.590295128679896e+38; -4.306242554951141e+37,3.9459820855590396e+37; -7.039653712391988e+37; -8.856707125120573e+36,-3.357370180815313e+38; 2.6722636475557097e+38; -1.5722219111017048e+38
49864,100000,2.0510450819548407e+38; -2.7273433703717703e+38; 2.5081874724742012e+38,1.7459781704027e+38; 2.9081989800942838e+38; 8.47955825384187e+37,-1.2229262644594092e+38; -1.6054586957192088e+38; -5.526199068996384e+37
48242,100000,-2.778906934658942e+38; 2.2449120602621928e+38; -1.850936597740157e+38,3.800202013002673e+37; 5.288516609694551e+37; 9.891601356279456e+37,1.800436440188505e+38; -1.527306134739238e+37; -1.1953892425887234e+38
48140,100000,-2.995402794536992e+38; -3.247577441148826e+38; -1.2870897686526093e+38,1.756369862963131e+38; -7.494301163706003e+37; -2.0791532564799654e+38,2.4575895537082595e+38; 2.558402053698634e+38; -1.0287018086827928e+38
48198,100000,-1.5752811069422236e+38; 3.243633729425492e+38; -6.069291009748563e+37,-2.0192244151758637e+38; 1.1225789415332945e+38; 1.5162561512221087e+38,-2.5513567558987095e+38; -3.1813728166651623e+38; 2.8849701448475096e+38
49607,100000,1.807697340002516e+38; -6.052600107825478e+37; 1.4676399252864917e+38,3.312696804600622e+37; 2.472676826916032e+38; 2.7247391089786614e+38,1.2157907099367485e+38; 3.3245370161489218e+38; 3.1014984565809257e+38
47933,100000,-1.776742732113615e+38; 1.4437231107059617e+38; 1.8950457680256984e+38,-2.6109935305045185e+38; -1.055885713802279e+38; 1.3222101806500044e+38,1.119171293895785e+38; -2.206904447257718e+38; -2.5305954786043156e+38
47855,100000,-4.205520108859407e+37; 3.237403176019346e+38; 1.1620422230750235e+38,6.6976344816070505e+37; 5.619305977342187e+37; 1.7609727529985837e+38,-3.2617597132400833e+38; 1.4908295140706828e+38; 3.5345648156043675e+37
48090,100000,3.111993234488167e+37; -9.902930096163576e+37; 2.2775519335650613e+38,4.004370072205552e+37; -5.765974165909073e+37; 1.821826269356516e+38,1.2341042046281257e+38; 1.805908431475474e+38; -2.1852637246829096e+38
47911,100000,2.682928949821694e+38; -6.288684313250543e+37; -9.05170474635128e+37,2.107078483670465e+38; -2.2792309114320516e+38; 1.1433516783891145e+38,2.7752678647278547e+38; 1.7958637709433616e+38; 6.301735536770252e+37
48032,100000,8.320639489874378e+37; -2.9426228941458895e+38; 1.8523947001665635e+38,1.6791548310140771e+38; -1.5702470128785972e+38; 3.853416210489414e+37,3.39807758536213e+38; -6.341519990268055e+37; 6.4415543556139855e+37
