runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.a.integer,param.b.integer,param.c.integer
4,3963,31589,250000,423983732,3433583651,1278207846
4,4399,31100,250000,1553051379,3474854828,1416272599
4,3925,29539,250000,2182967694,423356413,3610084167
5,3273,25316,250000,345834442,877803051,1421878440
5,3280,25521,250000,466319825,74689622,3045733841
5,3324,25306,250000,2073430977,2631246816,1439523628
5,3379,25243,250000,934455973,3802855114,1276861802
5,3285,25352,250000,1003455392,2020453937,194952610
5,3316,25326,250000,1419215931,1894468196,3891128440
5,3276,26665,250000,147227480,2861988032,2405364601
5,3416,25474,250000,2429719974,3443898888,2769115226
5,3586,25504,250000,4072360315,1660568511,42425314
5,3462,25768,250000,3024714146,3346279123,4201044145
5,3348,30035,250000,630594393,1039981782,3459406011
5,3278,25848,250000,869448449,930058401,6253737
5,3313,25353,250000,3114443364,3980038719,2434467052
5,3304,25506,250000,2670309616,2002510432,3974987807
5,3327,25798,250000,3748028734,766706199,1506936643
5,3350,25383,250000,1896001996,3742844827,1706069192
5,3271,25605,250000,1321310891,67521502,2418212142
5,3330,27181,250000,272565411,2374071756,2545498396
5,3277,26811,250000,332500744,2528006374,2521954058
5,3361,26497,250000,1123696502,854472479,2197623624
5,3313,30015,250000,474804327,2932905256,4293806293
5,3354,25533,250000,4240193538,1367388402,2605802513
5,3280,25588,250000,800957014,2620444006,3885604102
5,3267,25651,250000,1729996564,286508803,480004887
5,3271,26363,250000,1618549878,3769252669,96258534
5,3274,26500,250000,1164220509,3225736631,4131607590
5,3248,25827,250000,151351405,1523668341,182460578
5,3378,26522,250000,1934667312,82839129,3975537428
5,3306,26831,250000,3558330615,396764346,1705411263
5,3251,28671,250000,3252393142,914853112,3845522375
5,3301,26164,250000,2759972385,2296838677,3689853323
5,3273,25935,250000,1398089139,2377377901,4242644560
5,3250,26563,250000,3199318503,1943312937,2389158706
5,3356,25646,250000,1627455495,2891918489,3217248269
5,3271,26137,250000,2657311149,1186802199,348232903
5,3252,26737,250000,761544592,2689024097,1162648674
5,3294,26178,250000,531849565,3864183032,2414708164
5,3281,26037,250000,4096106733,426669904,1770871475
5,3246,25510,250000,4109976394,3885822034,1294739682
5,3396,25270,250000,3346565340,2332863808,2074225765
5,3292,25111,250000,904026256,3215755390,2268330289
5,3248,25415,250000,298835540,1764262302,651904083
5,3273,25182,250000,2539889364,4058856630,1657511837
5,3283,25165,250000,3502165200,2700166492,529289443
5,3247,25057,250000,4157509115,3586944585,4177514691
5,3366,26106,250000,2194361659,269497631,1551204470
5,3355,25425,250000,1172852953,3732551277,3023808471
5,3247,25982,250000,3399823972,4018617506,707967176
5,3301,25545,250000,4060461909,700111177,4223788054
5,3276,25479,250000,3507389082,2307045330,184127194
5,3263,25927,250000,780249016,4172424090,2319194428
5,3355,25677,250000,3728245813,2780511340,1766094945
5,3277,25464,250000,564034192,3159337695,1125721717
5,3334,25715,250000,4024264913,1329775042,1010490871
5,3376,25578,250000,2332929336,2624526986,4251506979
5,3386,26251,250000,2646430906,3365405950,193658660
5,3267,26844,250000,2651868913,3267775808,2551303913
5,3351,26147,250000,931241266,1637338730,2873677783
5,3362,26559,250000,525169701,3998190445,992047814
5,3322,25316,250000,4282411923,2233025454,2502695196
5,3351,25562,250000,1340939497,2562799741,2737076578
5,3284,25135,250000,1090138346,4186720584,713545031
5,3296,25184,250000,1013146056,2253834840,3807424847
5,3406,25299,250000,2458480725,2981033834,1421206622
5,3272,26657,250000,940847965,1603936058,1666371460
5,3371,26507,250000,3852898180,1002893696,797764694
5,3416,25574,250000,4134274515,4000392665,1756890664
5,3269,25629,250000,4040881476,3201541965,2227984831
5,3280,25468,250000,1075274880,2704124469,3382951175
5,3349,26222,250000,3653312765,2317443843,1894924589
5,3315,25973,250000,3449896838,3365079650,111244073
5,3258,26612,250000,3977544817,2806038519,1366694890
5,3271,26369,250000,3404241991,2351357781,4292799962
5,3277,26036,250000,2186055524,341471098,2492256323
5,3340,26475,250000,767886846,62732169,1431551612
5,3337,26355,250000,1830066958,3089327635,3045215565
5,3265,26088,250000,1417114860,3730436142,1817025237
5,3292,26499,250000,3123160920,21560677,97084170
5,3362,26443,250000,1060414830,1115666174,2115035554
5,3287,26493,250000,688875902,2644182303,583954954
5,3459,26463,250000,3002719284,1068385578,161816596
5,3338,26030,250000,2314250629,1634826256,186187750
5,3341,26056,250000,3057123742,2742867410,3217999392
5,3269,25857,250000,2975005073,213205253,3342754468
5,3299,26225,250000,646549612,2705768286,1565855172
5,3411,26178,250000,1695244550,752515263,2784161564
5,3300,26377,250000,788276078,3688801162,1051195172
5,3357,26032,250000,625971233,609004700,2825754150
